"","region","year","不识字或识字很少（人）","中专程度（人）","农业机械总动力（万千瓦）","初中程度（人）","大专及大专以上（人）","小学程度（人）","旱地面积占比（%）","水田面积占比（%）","油料播种面积（千公顷）","瓜果类播种面积（千公顷）","蔬菜播种面积（千公顷）","高中程度（人）","露地圆白菜_主产品产量（千克）","露地圆白菜_人工成本（元）","露地圆白菜_土地成本（元）","露地圆白菜_平均出售价格（元）","露地圆白菜_物质与服务费用（元）","露地大白菜_主产品产量（千克）","露地大白菜_人工成本（元）","露地大白菜_土地成本（元）","露地大白菜_平均出售价格（元）","露地大白菜_物质与服务费用（元）","露地茄子_主产品产量（千克）","露地茄子_人工成本（元）","露地茄子_土地成本（元）","露地茄子_平均出售价格（元）","露地茄子_物质与服务费用（元）","露地菜椒_主产品产量（千克）","露地菜椒_人工成本（元）","露地菜椒_土地成本（元）","露地菜椒_平均出售价格（元）","露地菜椒_物质与服务费用（元）","露地菜花_主产品产量（千克）","露地菜花_人工成本（元）","露地菜花_土地成本（元）","露地菜花_平均出售价格（元）","露地菜花_物质与服务费用（元）","露地萝卜_主产品产量（千克）","露地萝卜_人工成本（元）","露地萝卜_土地成本（元）","露地萝卜_平均出售价格（元）","露地萝卜_物质与服务费用（元）","露地西红柿_主产品产量（千克）","露地西红柿_人工成本（元）","露地西红柿_土地成本（元）","露地西红柿_平均出售价格（元）","露地西红柿_物质与服务费用（元）","露地豆角_主产品产量（千克）","露地豆角_人工成本（元）","露地豆角_土地成本（元）","露地豆角_平均出售价格（元）","露地豆角_物质与服务费用（元）","露地马铃薯_主产品产量（千克）","露地马铃薯_人工成本（元）","露地马铃薯_土地成本（元）","露地马铃薯_平均出售价格（元）","露地马铃薯_物质与服务费用（元）","露地黄瓜_主产品产量（千克）","露地黄瓜_人工成本（元）","露地黄瓜_土地成本（元）","露地黄瓜_平均出售价格（元）","露地黄瓜_物质与服务费用（元）","农作物总播种面积（千公顷）","国有农场耕地面积（千公顷）","大豆播种面积（千公顷）","小麦播种面积（千公顷）","玉米播种面积（千公顷）","稻谷播种面积（千公顷）","耕地面积（万公顷）","中籼稻_主产品产量（千克）","中籼稻_人工成本（元）","中籼稻_土地成本（元）","中籼稻_平均出售价格（元）","中籼稻_总成本（元）","中籼稻_物质与服务费用（元）","大豆_主产品产量（千克）","大豆_人工成本（元）","大豆_土地成本（元）","大豆_平均出售价格（元）","大豆_总成本（元）","大豆_物质与服务费用（元）","小麦_主产品产量（千克）","小麦_人工成本（元）","小麦_土地成本（元）","小麦_平均出售价格（元）","小麦_总成本（元）","小麦_物质与服务费用（元）","早籼稻_主产品产量（千克）","早籼稻_人工成本（元）","早籼稻_土地成本（元）","早籼稻_平均出售价格（元）","早籼稻_总成本（元）","早籼稻_物质与服务费用（元）","晚籼稻_主产品产量（千克）","晚籼稻_人工成本（元）","晚籼稻_土地成本（元）","晚籼稻_平均出售价格（元）","晚籼稻_总成本（元）","晚籼稻_物质与服务费用（元）","玉米_主产品产量（千克）","玉米_人工成本（元）","玉米_土地成本（元）","玉米_平均出售价格（元）","玉米_总成本（元）","玉米_物质与服务费用（元）","粳稻_主产品产量（千克）","粳稻_人工成本（元）","粳稻_土地成本（元）","粳稻_平均出售价格（元）","粳稻_总成本（元）","粳稻_物质与服务费用（元）","油菜籽_主产品产量（千克）","油菜籽_人工成本（元）","油菜籽_土地成本（元）","油菜籽_平均出售价格（元）","油菜籽_物质与服务费用（元）","花生_主产品产量（千克）","花生_人工成本（元）","花生_土地成本（元）","花生_平均出售价格（元）","花生_物质与服务费用（元）","柑_主产品产量（千克）","柑_人工成本（元）","柑_土地成本（元）","柑_平均出售价格（元）","柑_物质与服务费用（元）","桔_主产品产量（千克）","桔_人工成本（元）","桔_土地成本（元）","桔_平均出售价格（元）","桔_物质与服务费用（元）","苹果_主产品产量（千克）","苹果_人工成本（元）","苹果_土地成本（元）","苹果_平均出售价格（元）","苹果_物质与服务费用（元）"
"21","Yunnan",2020,NA,NA,27.9,NA,NA,NA,NA,NA,311.2,33.7,1223.7,NA,5050.39,1758.03,216.38,50.35,903.29,7156.66,1647.51,298.73,34.8,838.15,3489.33,2266.06,270.75,88.62,761.29,3370.33,1645.48,270,98.59,1611.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6289.66,4307.51,200,103.46,1266.99,NA,NA,NA,NA,NA,1270.32,390.14,138.21,52.09,654.66,5815.95,3678.62,200,105.13,1165.65,6989.7,13.5,186.6,320,1802.5,818.9,NA,495.58,957.06,303.95,161.73,170.54,489.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.04,957.7,183.37,130.47,172.03,415.16,604.05,1136.6,222.71,156.89,153.05,570.49,149.49,815.25,190.63,267.72,247.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Yunnan",2021,NA,NA,28.1,NA,NA,NA,NA,NA,305.8,38.9,1291.6,NA,5238.14,2071.67,200,65.01,977.43,7124.08,1574.11,373.94,45.49,900.98,3526.9,2309.43,269.5,97.19,1083.83,3624.83,1777.62,280,108.61,1808.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6247.93,4282.43,200,109.71,1266.97,NA,NA,NA,NA,NA,1224.49,375.3,127.61,61.13,648.1,6147.15,3835.85,200,132.14,1201.06,7057.2,13.9,149.6,291.1,1879.4,753.8,NA,503.86,1064.45,330.21,160.82,182.07,522.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489.11,982.27,184.49,148.49,158.4,427.29,618.62,1010.96,222.46,158.25,140.14,581.73,164.52,439.58,200.69,311.05,299.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Neimenggu",2000,7.69,1.93,87.7,48.1,0.5,31.71,NA,NA,879.3,48.4,209.4,10.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5914.4,554,793.9,617.1,1298.2,118.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Neimenggu",2001,7.1,2.13,87.7,49.37,0.71,30.65,NA,NA,607.9,34.9,182.3,10.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5707.3,541.6,755,516.2,1518.9,86.2,NA,NA,NA,NA,NA,NA,NA,98.9,NA,NA,94.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.4,NA,NA,45.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Neimenggu",2002,6.55,1.87,92.1,50.1,0.77,30.11,NA,NA,688.5,36.1,207.7,10.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5887,533.4,596.1,464.6,1562.2,89.8,NA,NA,NA,NA,NA,NA,NA,96.8,NA,NA,101.08,NA,NA,322.5,NA,NA,59.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462.8,NA,NA,41.93,NA,NA,468,NA,NA,60.28,NA,NA,53.7,NA,NA,100.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Neimenggu",2003,6.22,1.95,95.2,50.14,0.87,30.22,NA,NA,723.4,38.2,192.1,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5752.8,548.1,697.3,317.6,1591.2,67,NA,NA,NA,NA,NA,NA,NA,121.9,NA,NA,146.9,NA,NA,311.5,NA,NA,60.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483,NA,NA,46.61,NA,NA,463.5,NA,NA,66.85,NA,NA,130,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Neimenggu",2004,5.97,1.93,98.1,48.34,1,32.3,NA,NA,671,35,203.7,10.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5924,559.2,752.9,418.7,1675.6,80.9,NA,NA,NA,NA,NA,NA,NA,60.8,56.37,49.03,130.11,176.45,138.35,340,130.06,52.52,81.24,64.66,299.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476.3,124.1,87.9,52.11,42.14,207.69,471,202.24,117.02,90.33,60.63,267.43,85.1,42.25,11.79,132.69,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Neimenggu",2005,5.46,1.6,113.6,50.12,0.73,30.96,NA,NA,694.7,39.4,221.5,11.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6215.7,599.9,797,460.6,1805.8,84.5,NA,NA,NA,NA,NA,NA,NA,124.1,126.1,62.52,121.3,119.45,133.8,361.1,130.76,63.39,89.04,69.77,352.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502.1,136.75,100.13,51.88,43.39,222.28,479.9,153.61,148.6,96.71,60.14,290.71,61.3,71.3,15,145.08,50.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Neimenggu",2006,5.48,1.69,121.4,49.83,0.86,30.3,NA,NA,592.2,53.3,171.7,11.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6590,594,940.7,483.6,1916.7,72,NA,NA,NA,NA,NA,NA,NA,70.9,82.09,66.22,116.93,181.84,131.6,367.6,149.44,62.76,88.82,74.08,361.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.3,119.74,103.58,60.76,48.54,243.1,497,236.64,243.65,103.39,79.04,334.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Neimenggu",2007,5.44,1.79,126.3,50.07,0.89,29.63,73.7,1.2,532.5,47.3,218.2,12.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6761.5,607.1,756.7,533.4,2012.5,79.9,NA,NA,NA,NA,NA,NA,NA,76.6,105.14,75.72,204.84,180.21,107.3,352.3,160.86,91.08,91.44,80.51,344.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466.9,133.59,123.39,71.04,51.65,245.9,562.4,201.53,223.06,96.42,68.43,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Neimenggu",2008,5.8,2,135.5,49.2,1.3,29.4,72,1.2,705.1,52.8,260.3,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6860.8,617,668,452.2,2340,97.9,NA,NA,NA,NA,NA,NA,NA,114,105.04,76.17,189.24,134.13,134.38,358.4,176.18,120.42,113.66,95.86,414.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464.2,154.76,114.69,73.79,55.08,265.73,570.8,226.98,253.01,98.95,74.6,412.06,69.4,67.18,50,204.29,88.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Neimenggu",2009,5.3,2.3,146.7,49.2,2,28.8,72,1.2,702.2,52.7,268.7,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6927.8,627.9,840.2,528.2,2451.2,101.8,NA,NA,NA,NA,NA,NA,NA,98.68,129.43,130.65,196.95,196.48,143.19,370.07,190.55,171.57,107.32,95.11,372.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.73,168.67,141.86,81.78,61.25,247.13,430.28,180.42,168.32,109.43,76.22,342.12,26.47,111,62.26,193.28,104.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Neimenggu",2010,5.2,2.2,155.3,49.2,2.1,28.9,72,1.2,693.6,62.6,263.6,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7002.5,648.5,812,566.2,2485.6,92.2,NA,NA,NA,NA,NA,NA,NA,163.41,107.44,134.17,187.68,128.07,188.83,329.24,239.98,200.11,115.45,120.91,390.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,178.53,165.06,94.63,59.33,282.38,569.53,212.47,285.67,157.26,81.79,466.14,41.81,212.21,80,210.01,108.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Neimenggu",2011,5.1,1.9,157.9,51.7,3.3,26.9,72,1.2,717,66.2,270.8,11,4324.5,1158.3,319.15,41.57,828.47,5391.71,1210.81,318.84,31.52,705.52,2838.04,1802.7,321.51,96.67,714,3206.02,1866.4,300,67.36,1085.83,NA,NA,NA,NA,NA,3516.91,778.33,321.06,28.6,629.49,NA,NA,NA,NA,NA,1654.26,1141.03,326.91,135.26,566.9,NA,NA,NA,NA,NA,3945.77,2729.93,324.74,81.77,955.03,7109.9,651,687.6,567.9,2669.6,90,NA,NA,NA,NA,NA,NA,NA,130.33,151.24,113.94,205.33,170.73,198.12,371.26,322.82,223.17,137.43,127.36,432.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531.98,237.85,196.18,104.09,69.57,337.65,566.41,295.24,311.9,149.84,99.76,542.35,54.14,220.48,56.54,245.94,118.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Neimenggu",2012,5.1,1.9,167.6,52.1,3.3,26.3,72,1.2,764.7,62.8,288.4,11.3,3635.03,1622.84,350,50.4,765.3,5110.04,1716.4,336.82,35.47,812.13,2166.27,2458.43,366.23,96.47,861.27,3371.5,2514.1,337.53,69.86,1172.95,NA,NA,NA,NA,NA,3338.66,1038.63,302.34,30.72,633.62,NA,NA,NA,NA,NA,1574.76,1649.46,363.2,109.98,711.13,NA,NA,NA,NA,NA,3662.21,3248.57,367.24,78.35,1100.2,7154,654.1,616.7,609.6,2833.7,89.3,NA,NA,NA,NA,NA,NA,NA,151.14,144.94,113.62,227.06,157.02,231.64,356.76,345.71,222.91,134.07,142.02,482.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.69,289.04,191.91,110.14,77.91,351.18,585.68,366.43,364.17,169.33,113.9,627.3,44.44,149.52,50,230.02,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Neimenggu",2013,NA,NA,187.2,NA,NA,NA,72,1.2,812.2,62.5,265.7,NA,3300.22,1994.46,367.44,51.17,765.8,4842.58,1985.34,356.55,42.13,750.36,2335.05,2964.66,421.35,96.06,853.14,2693.54,3089.54,474.93,94.75,1089.22,NA,NA,NA,NA,NA,3350.46,1331.71,376.44,48.17,620.43,NA,NA,NA,NA,NA,1295.45,1980.86,388.98,132.21,686.97,NA,NA,NA,NA,NA,3225.37,4255.3,385.4,81.05,879.23,7211.2,660.2,564.4,571.2,3170.6,75.9,919.9,NA,NA,NA,NA,NA,NA,152.16,110.39,149.62,227.83,153.27,224.9,363.9,407.41,238.86,138.79,153.05,505.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539.13,303.93,216.38,108.69,80.31,374.49,520.78,424.65,373.68,155.84,129.2,605.89,53.1,342.52,82.59,297.4,127.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Neimenggu",2014,NA,NA,197,NA,NA,NA,68.3,0.9,862.3,68.8,281.7,NA,3376.68,2000.56,382.57,45.07,756.96,5130.18,2146.29,400.87,37.92,729.09,2525.01,3147.49,456.58,84.06,692.65,2847.54,3188.42,430.1,88.07,890.76,NA,NA,NA,NA,NA,3651.63,1454.41,424.58,42.12,741.33,NA,NA,NA,NA,NA,1310.57,2178.46,440.28,131.88,769.83,NA,NA,NA,NA,NA,3375.79,4706.01,438.3,79.61,866.95,7356,660.3,503.7,563.5,3372.2,78.1,NA,NA,NA,NA,NA,NA,NA,130.88,74.3,216.1,206.54,183.53,209.17,369.48,411.02,232.07,162.31,145.57,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553.08,300.81,225.85,111.38,78.4,368.79,552.77,458,381.46,151.13,125.89,574.22,49.7,395.81,112.62,286.52,131.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Neimenggu",2015,NA,NA,195.7,NA,NA,NA,68.3,0.9,913.4,57.9,277.3,NA,3288.41,2443.77,360.85,59.17,697.46,5015.4,2260.12,412.55,36.29,713.91,2614.03,3321.35,531.5,78.4,724.94,2784.86,3201.81,527.42,101.64,1033,NA,NA,NA,NA,NA,3768.27,1496.17,468.74,40.58,726.7,NA,NA,NA,NA,NA,1743.48,2303.93,554.07,130.82,703.42,NA,NA,NA,NA,NA,3519.42,4817.66,518.62,90.12,820.54,7567.9,663.4,530,564.1,3407.2,78.9,923.8,NA,NA,NA,NA,NA,NA,95.89,63.61,193.46,187.65,234.85,220.26,375.49,419.56,245.85,164.7,145.59,458.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518.77,299.92,231.21,95.73,85.21,383.74,550.58,492.17,396.27,152.71,136.48,640.41,56.53,325.1,115.85,241.05,147.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Neimenggu",2016,NA,NA,203,NA,NA,NA,68.2,0.9,1112,60.6,228.6,NA,3196.46,2220.405,374.32,62.26,941.82,4729.12,2261.199,457.77,40.4,775.17,2468.45,3387.8524,524.26,80.26,778.01,2494.04,3345.6982,489.86,127.28,1160.32,NA,NA,NA,NA,NA,3279.83,1532.1572,527.08,41.34,873.94,NA,NA,NA,NA,NA,1511.09,2530.4552,553.57,142.72,651.47,NA,NA,NA,NA,NA,3442.97,4995.4992,517.48,89.75,813.3,8957.2,669.1,923.4,658.8,3843.6,108.8,925.8,NA,NA,NA,NA,NA,NA,61.05,59.349,193.7,182.37,345.63,206.37,377.63,425.0782,268.41,145.8,147.93,457.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.56,244.614,236.45,74.98,91.14,392.47,559.92,452.5662,387.89,161.29,127.8,618.91,60.06,300.5288,114.85,200.59,153.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Neimenggu",2017,NA,NA,207.2,NA,NA,NA,67.6,0.9,1113.1,66.7,218.7,NA,3533.09,2384.1702,373.06,61.03,869.39,5140.27,2281.4678,424.97,35.61,769.32,2701.11,3503.6511,537.18,82.84,798.79,2673.38,3300.9641,375.86,118.84,1506.08,NA,NA,NA,NA,NA,3305.83,1606.323,200,26.32,881.11,NA,NA,NA,NA,NA,1771.35,2585.1599,575.13,118.97,770.83,NA,NA,NA,NA,NA,3474.82,5123.3831,523.91,78.52,854.67,9014.2,671.8,989,673.9,3716.3,122.2,927.08,NA,NA,NA,NA,NA,NA,112.87,57.2201,191.89,176.52,192.71,206.23,382.62,397.7763,271.85,149.82,145.55,459.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518.1,211.0598,241.95,77.27,77.59,386.99,514.36,479.6227,371.69,160.34,151.29,734.86,72.26,297.2487,110.81,233.71,148.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Neimenggu",2018,NA,NA,223.7,NA,NA,NA,NA,NA,891,58.4,189.8,NA,4168.09,2103.29,355.15,66.15,912.21,5497.05,2301.16,457.79,41.38,802.57,3688.96,3488.44,559.71,70.32,783.58,2643.95,3357.8,400.51,114.59,1183.92,NA,NA,NA,NA,NA,3175.74,1559.74,454.32,42.3,853.76,NA,NA,NA,NA,NA,1780.82,2581.58,600,97.59,729.24,NA,NA,NA,NA,NA,3930.56,5133.49,549.89,78.03,863.38,8824.1,694.6,1094.2,596.7,3742.1,150.4,NA,NA,NA,NA,NA,NA,NA,96.63,57.02,200.01,175.98,228.36,208.74,398.58,400.05,316.38,153.73,149.45,488.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565.84,214.69,259.14,87.32,75.4,415.27,525.7,435.96,349.32,142.68,143.39,748.66,58.02,85.3,145.88,230.44,180.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Neimenggu",2019,NA,NA,229,NA,NA,NA,50.7,1.4,930.9,60.5,200.5,NA,3332.04,2146.56,450.29,65.77,755.82,5057.95,2339.97,439.53,43.96,747.27,3669.24,3511.13,526.06,65.06,822.47,2718.98,3423.15,460.57,113.21,1114.94,NA,NA,NA,NA,NA,3225.81,1620.48,481.58,40,867.56,NA,NA,NA,NA,NA,1799.42,2478.76,561.3,116.64,758.47,NA,NA,NA,NA,NA,3776.1,5295.06,527.69,89.14,859.97,8885,741,1189.8,538,3776.3,160.7,1149.65,NA,NA,NA,NA,NA,NA,95.83,61.81,204.7,171.57,235.73,208.24,392.36,324.57,317.05,153.44,147.22,526.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559.04,186.21,261.6,87.91,75.47,425.84,534.66,325.16,386.66,150.71,136.43,778.11,83.31,80.09,123.25,224.62,136.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Neimenggu",2020,NA,NA,231.4,NA,NA,NA,NA,NA,909.5,49.7,197.7,NA,3384.75,1750.3,431.72,78.36,878.65,4957.14,2315.6,462.09,50.69,788.21,3771.93,3946.16,560,88.51,860.64,2535.39,3562.94,510.4,129.14,1314.79,1936.67,2016.47,600,131.47,1232.6,2985.52,1570.3,536.52,50.26,945.3,2932.5,5569.42,600,135.61,1086.93,1635.42,2740.07,525.09,140.6,829.42,2651.25,2355.9,600,85.58,1102.82,3503.19,5384.14,532.96,101.15,973.69,8882.8,748.2,1201.7,479,3823.9,160.9,NA,NA,NA,NA,NA,NA,NA,109.52,70.73,208.69,247.55,217.72,212.87,396.65,295.47,307.74,154.48,139.21,513.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576.16,184.44,254.81,110.61,71.54,407.64,527.39,319.12,406.38,144.66,135.97,731.47,66.56,158.73,70.59,266.11,132.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Neimenggu",2021,NA,NA,232.4,NA,NA,NA,NA,NA,815.7,36,181.9,NA,3127.79,2008.39,497.32,79.18,876.17,4742.15,2250.86,457.87,50.84,761.35,3053.68,4306.86,637.11,120.25,966.76,2286.36,3670.14,607.11,138.82,1155.91,NA,NA,NA,NA,NA,2797.74,1566.4,588.53,60.91,920.34,NA,NA,NA,NA,NA,1678.44,2761.05,557.64,139.55,751.63,NA,NA,NA,NA,NA,3053.14,5722.2,639.28,135.76,973.63,8743.3,751.1,893.2,442.1,4204.6,155.1,NA,NA,NA,NA,NA,NA,NA,117.17,76.61,226.23,296.82,219.31,224.41,405.93,251.93,319.82,157.54,138.31,562.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570.82,183.17,297.86,125.04,77.47,428.74,505.18,285.65,460.09,174.88,136.78,656.22,76.26,200,103.45,309.2,147.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
